Question,Response
ภรรยาคนที่สองของพระยาดำรงแพทยาคุณ มีชื่อว่าอะไร,คุณหญิงสมานใจ
ไซปรัสได้รับเอกราชจากการเป็นอาณานิคมของสหราชอาณาจักร ในปีใด,ปี 1960
บ้านเกิดของทัตพงศ์ พงศทัต อยู่ที่จังหวัดอะไร,จังหวัดพิษณุโลก
มุนินทร์ สายประสาท จบศึกษาจากคณะสถาปัตยกรรมศาสตร์ มหาวิทยาลัยอะไร,มหาวิทยาลัยขอนแก่น
พิมพ์ชนก ลือวิเศษไพบูลย์ นักแสดงชาวไทย มีชื่อเล่นว่าอะไร,ใบเฟิร์น
โรงพยาบาลที่พิมพ์ชนก ลือวิเศษไพบูลย์ หรือใบเฟิร์น เกิดมีชื่อว่าอะไร,โรงพยาบาลวชิรพยาบาล
โกต-ดาร์มอร์ เป็นจังหวัดที่ตั้งอยู่ในแคว้นใดของประเทศฝรั่งเศ,แคว้นเบรอตาญ
แซ็ง-บรีเยอเป็นเมืองหลวงของจังหวัดอะไรในประเทศฝรั่งเศส,โกต-ดู-นอร์ด
อำเภอสามร้อยยอด จังหวัดประจวบคีรีขันธ์แบ่งเขตการปกครองส่วนภูมิภาคออกเป็น 5 ตำบล กี่หมู่บ้าน,41 หมู่บ้าน
พระบิดาของเจ้าชายอาแล็กซ็องดร์แห่งเบลเยียม มีพระนามว่าอะไร,สมเด็จพระราชาธิบดีเลโอโปลด์ที่ 3 แห่งเบลเยียม
เจ้าหญิงเลอาแห่งเบลเยียมอภิเษกสมรสกับผู้ใด,เจ้าชายอาแล็กซ็องดร์แห่งเบลเยียม
สามีของเมย์ เฟื่องอารมย์ หรือ ปทิดา กำเนิดพลอย คือใคร,กรรชัย กำเนิดพลอย
ลูกสาวของกรรชัย กำเนิดพลอย มีชื่อว่าอะไร,ภูรดา กำเนิดพลอย
วัดมหรรณพารามวรวิหาร เป็นพระอารามหลวงชั้นตรี สร้างขึ้นในสมัยรัชกาลใด,รัชกาลที่ 3
นวนิยายเรื่องแรกในนามของ ก. สุรางคนางค์ ตีพิมพ์ครั้งแรกประมาณปี พ.ศ. 2509 มีชื่อว่าอะไร,รักประกาศิต
ในปี พ.ศ. 2555 ผู้กำกับการแสดงโดยยุทธนา ลอพันธ์ไพบูลย์ได้ผลิตละครเรื่องรักประกาศิต ใครเป็นผู้รับบทนริศรา,ทักษอร ภักดิ์สุขเจริญ
พระเจ้าเอ็ดวีทรงเป็นกษัตริย์แห่งอังกฤษ ในปี ค.ศ.955-959 พระบิดนามว่าอะไร,พระเจ้าเอ็ดมุนด์
พระเจ้าเอ็ดวิกกษัตริย์แห่งอังกฤษ ใครเป็นผู้ครองราชต่อพระเจ้าเอ็ดวิก,เอ็ดการ์
ครูมวยคนแรกของสิงห์มณี แก้วสัมฤทธิ์ คือใคร,ศรแดง พรทวี
ผู้ชนะเลิศรางวัลบาฟต้า สาขาดาราสมทบชายยอดเยี่ยม ประจำปี พ.ศ. 2549 คือใคร,เจค็อบ เบนจามิน จิลเลนฮอล
เจค็อบ เบนจามิน จิลเลนฮอล หรือ เจค จิลเลนฮอล เริ่มชีวิตการแสดงตั้งแต่อายุ 11 ปี ในเรื่องอะไร,เรื่อง City Slicker
ราอุล อัลบิโอล ตอร์ตาฆาดา เล่นฟุตบอลให้กับทีมชาติอะไร,ทีมชาติสเปน
บ้านเกิดของเทียมบุญ อินทรบุตร อยู่ที่จังหวัดใด,จังหวัดลำปาง
วัดที่จัดงานศพของเทียมบุญ อินทรบุตร อดีตโปรโมเตอร์มวย คือวัดอะไร,วัดมักกะสัน
คู่ชกคนแรกของวิทยาน้อย สิงห์ยอดฟ้า คือใคร,ดาวน้อย สิงห์ทอผ้า
ภรรยาของประยุทธ มหากิจศิริ คือใคร,สุวิมล มหากิจศิริ
พานทองแท้ ชินวัตร เป็นเพื่อนกับลูกชายของประยุทธ มหากิจศิริ มีชื่อว่าอะไร,เฉลิมชัย มหากิจศิริ
ผลงานชิ้นเอกของวิลเลียม เวิร์ดสเวิร์ธกวีจินตนิยมชาวอังกฤษ มีชื่อว่าอะไร,The Prelude
วิลเลียม เวิร์ดสเวิร์ธเป็นกวีจินตนิยมชาวอังกฤษ เสียชีวิตในปี ค.ศ. ใด,ปี ค.ศ. 1850
ผู้ได้เหรียญทองรุ่นแบนตัมเวท กีฬาโอลิมปิก พ.ศ. 2551 ที่ ปักกิ่ง ประเทศจีน คือใคร,เอนค์บาติน บาดาร์-อูกัน
การีม ม็อสตาฟา แบนเซมาเป็นนักฟุตบอลชาวฝรั่งเศส เกิดที่เมืองอะไรในประเทศฝรั่งเศส,เมืองลียง
การีม ม็อสตาฟา แบนเซมาเป็นนักฟุตบอลชาวฝรั่งเศสเชื้อสายแอลจีเรีย เล่นให้กับสโมสรฟุตบอลอะไร,สโมสรฟุตบอลเรอัลมาดริด
คู่ครองของพระราชวรวงศ์เธอ พระองค์เจ้าบวรวิสุทธิ์ มีพระนามว่าอะไร,หม่อมเจ้าหญิงกมลเปรมปรีดิ์ วิสุทธิ
พระบิดาของหม่อมเจ้าหญิงกมลเปรมปรีดิ์ วิสุทธิ มีพระนามว่าอะไร,พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าเนาวรัตน์ กรมหมื่นสถิตย์ธำรงสวัสดิ์
บิดาของพรทิวา ศักดิ์ศิริเวทย์กุล หรือ พรทิวา นาคาศัย คือใคร,นายสุรินทร์ ศักดิ์ศิริเวทย์กุล
เลดิออน เชนิชา เป็นนักมวยสากลประเทศอะไร,ฟิลิปปินส์
อาดานา เป็นเมืองทางตอนใต้ของประเทศอะไร,ประเทศตุรกี
ระหว่าง ค.ศ. 1832-1840 อาดานาเป็นเมืองทางตอนใต้ของประเทศตุรกีตกอยู่ภายใต้การปกครองของประเทศอะไร,อียิปต์
บุปผา สายชล เล่นลิเกอยู่ในคณะอะไร,คณะสายพิณวัฒนา
แม่ของบุปผา สายชล นักร้องลูกทุ่งหญิง คือใคร,นางบุญมี พยนต์เลิศ
พ่อของอิวานกา มารี ทรัมป์ คือใคร,ดอนัลด์ ทรัมป์
สามีของอิวานกา มารี ทรัมป์ คือใคร,จาเร็ด คัชเนอร์
แจ๊ค เดลานีย์เป็นนักมวยสากลอดีตแชมป์โลกชาวแคนาดา เสียชีวิตที่เมืองใดในประเทศสหรัฐอเมริกา,นิวยอร์ก
บ้านเกิดของวิเชษฐ์ เกษมทองศรี อยู่ที่ไหน,จังหวัดราชบุรี
ในรัฐบาลนางสาวยิ่งลักษณ์ ชินวัตร นายวิเชษฐ์ เกษมทองศรี รับตำแหน่งอะไร,รัฐมนตรีว่าการกระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
การเลือกตั้งในปีพ.ศ. 2547 พอล เอ็ดการ์ ฟีลิป มาร์ติน ชนะการเลือกตั้งได้เป็นนายกรัฐมนตรีของประเทศอะไร,แคนาดา
เจ้าผู้ครองนครลำพูนยาวนานที่สุดคือใคร,เจ้าจักรคำขจรศักดิ์
พระมารดาของเจ้าผู้ครองนครลำพูนองค์ที่ 6 มีพระนามว่าอะไร,แม่เจ้าคำแปงราชเทวี
แม่ของนายแพทย์จักรีวัชร มหิดล มีนามว่าอะไร,สุจาริณี วิวัชรวงศ์
หม่อมเจ้าจักรีวัชร มหิดล มีพระนามเล่นว่าอะไร,ท่านชายอ่อง
เคโซ โอะบุชิ อดีตนายกรัฐมนตรีญี่ปุ่นคนที่ 54 เสียชีวิตด้วยโรคอะไร,โรคหลอดเลือดสมอง
เคโซ โอะบุชิเป็นอดีตนายกรัฐมนตรีญี่ปุ่นคนที่ 54 มีแม่ชื่อว่าอะไร,นางชิโยะ โอบุชิ
แอนดี้ โบการ์ด ตัวละครจากเกมต่อสู้ ตำนานหมาป่ากระหายเลือด มีพี่ชายชื่ออะไร,เทอร์รี่ โบการ์ด
แอนดี้ โบการ์ดเป็นตัวละครจากเกมต่อสู้ ตำนานหมาป่ากระหายเลือด มีแฟนชื่อว่าอะไร,ไม ชิรานุอิ
พ่อของปีเตอร์ เฟอร์ดินานด์ ดรักเกอร์ ชื่อว่า อดอล์ฟ ทำอาชีพอะไร,ทนายความ
ปีเตอร์ เฟอร์ดินานด์ ดรักเกอร์ เป็นอาจารย์สอนในห้องเรียนครั้งสุดท้ายตอนอายุเท่าไร,92 ปี
ฌ็อง-ปอล ซาทร์เป็นนักเขียนนวนิยาย นักบทละคร นักปรัชญา มีตาชื่อว่าอะไร,คาร์ล ชไวทเซอร์
เฝิง คุน เป็นนักกีฬาวอลเลย์บอลหญิงทีมชาติจีน เกิดที่ไหน,กรุงปักกิ่ง
เฝิง คุน สมรสกับโค้ชวอลเลย์บอลหญิงทีมชาติไทย คือใคร,เกียรติพงษ์ รัชตเกรียงไกร
แดเนียล แด คิมเป็นนักแสดงชาวอเมริกัน ได้แสดงเป็นใครในซีรีส์เรื่อง อสุรกายดงดิบ,จิน-ซู ควอน
สาธร ยูนีค ทาวเวอร์ เป็นคอนโดหรูสูงกี่ชั้น,สูง 47 ชั้น
สาธร ยูนีค ทาวเวอร์ เป็นฉากสำคัญในภาพยนตร์สยองขวัญเรื่องเพื่อน..ที่ระลึก ของค่ายหนังใด,จีดีเอช559
พ่อของโรสแมรี่ คาฮันดิง เป็นคนชาติใด,ฟิลิปปินส์
โรสแมรี่ คาฮันดิงเป็นศิลปินชาวไทย มีลูกชายชื่อว่าอะไร,น้องดาวเหนือ
วัดเขาจีนแล ตั้งอยู่ที่ตำบลนิคมสร้างตนเอง อำเภอเมืองลพบุรี จังหวัดอะไร,จังหวัดลพบุรี
หอดูดาวที่มีกล้องโทรทรรศน์วิทยุเดี่ยวที่ใหญ่ที่สุดในโลกอยู่ที่จังหวัดใดในเปอร์โตริโก,อาเรซีโบ
แม่ของบุญส่ง เทพพิมล คือใคร,แม่เอียด เทพพิมล
ซูสีไทเฮา เดอะมิวสิคัล เป็นละครเวทีที่ดัดแปลงบทประพันธ์ของใคร,หม่อมราชวงศ์คึกฤทธิ์ ปราโมช
ผู้ที่รับบทเป็นซูสีไทเฮาในละครเวทีเรื่องซูสีไทเฮา เดอะมิวสิคัล คือใคร,กานดา วิทยานุภาพยืนยง
อาเมเรีย จาคอปได้ตำแหน่งมิสทีนไทยแลนด์ ปี 2006 บ้านเกิดอยู่ในจังหวัดใด,ภูเก็ต
อาเมเรีย จาคอป ผู้ชนะการประกวดมิสทีนไทยแลนด์ ปี 2006 ถูกจับกุมในคดีอะไร,คดียาเสพติด
วัดพระศรีสรรเพชญ์ ตั้งอยู่ที่ตำบลประตูชัย อำเภอพระนครศรีอยุธยา เดิมเป็นที่ประทับของกษัตริย์พระองค์ใด,สมเด็จพระรามาธิบดีที่ 1
ประเทศบ้านเกิดของรูดอล์ฟ เชงเคอร์สมาชิกผู้ก่อตั้งวงเฮฟวี่เมทัล คือประเทศอะไร,ประเทศเยอรมัน
พระที่นั่งใดในพระราชวังบางประอินที่ไม่อนุญาตให้เข้าชมภายในพระที่นั่งได้,พระที่นั่งอุทยานภูมิเสถียร
สโมสรฟุตบอลโกรโตเน เป็นสโมสรฟุตบอลอาชีพของประเทศอะไร,อิตาลี
สีประจำสโมสรฟุตบอลโกรโตเน คือสีอะไร,สีน้ำเงินเข้มและสีแดง
ประเทศบ้านเกิดของแฟรงค์ เซเดโน หรือ Frank Cedeno คือประเทศอะไร,ประเทศฟิลิปปินส์
เซเดโนขึ้นชกมวยครั้งสุดท้ายเมื่อ 27 มีนาคม พ.ศ. 2531 แพ้น็อคให้กับนักมวยประเทศอะไร,เกาหลีใต้
น้ำตกห้วยชมพู อยู่ในเขตพื้นที่หมู่ 11 ตำบลสันโค้ง อำเภอดอกคำใต้  จังหวัดใด,จังหวัดพะเยา
นอกจากน้ำตกห้วยชมพูที่ตั้งอยู่อำเภอดอกคำใต้ จังหวัดพะเยาแล้ว สถานที่ท่องเที่ยวใกล้เคียงมีถ้ำเรียกว่าถ้ำอะไร,ถ้ำฝนแสนห่า
แอมานุแอล โลร็อง เปอตีอดีตนักฟุตบอลชาวฝรั่งเศส มีชื่อเล่นว่าอะไร,มานูว์
ผู้ยิงประตูปิดท้ายในนัดชิงชนะเลิศที่ฝรั่งเศสเอาชนะบราซิลไปได้ 3-0 ในการแข่งขันฟุตบอลโลก 1998 คือใคร,เปอตี
แอร์โครยอ ก่อตั้งครั้งแรกภายใต้ชื่ออะไร ในปี ค.ศ. 1950,โซเกา (การบินโซเวียต-เกาหลีเหนือ)
สายการบินเดียวที่ได้รับการประเมินเพียง 1 ดาว ประเมินโดยสกายแทร็กซ์ คือสายการบินอะไร,สายการบินแอร์โครยอ
คู ฮาราเป็นนักร้องและนักแสดงชาวเกาหลีใต้ เกิดที่เมืองใดของประเทศเกาหลีใต้,เมืองควังจู
ต้นไม้ประจำโรงเรียนสวนกุหลาบวิทยาลัย นนทบุรี คือต้นอะไร,ต้นกัลปพฤกษ์
วัดทุ่งเศรษฐี ตั้งอยู่หมู่ 7 บ้านห้วยบง ตำบลป่าเซ่า อำเภอเมือง จังหวัดอุตรดิตถ์ มีชื่อเดิมว่าอะไร,วัดห้วยบง
ไชยา สุริยัน มีชื่อจริงว่าอะไร,หม่อมหลวงอภิรัฐ จรูญโรจน์
พ่อตาของไชยา สุริยัน คือใคร,หม่อมหลวงขาบ กุญชร
สบู่หอมนกแก้วเริ่มผลิตเมื่อปี พ.ศ. 2490 ผู้คิดค้นส่วนผสมคือใคร,วอลเตอร์ เลโอ ไมเยอร์
ผู้ก่อตั้งบริษัทเมืองไทยประกันชีวิตคือใคร,บัญชา ล่ำซำ
ภรรยาของบัญชา ล่ำซำ คือใคร,ม.ร.ว. สำอางวรรณ เทวกุล
กิบซัน เลส พอล เป็นกีตาร์ไฟฟ้าตัวตัน ที่ผลิตครั้งแรกโดยกิบซันในปีใด,ปี 1952
ภรรยาของยงยศ อรุณเวสสะเศรษฐ คือใคร,นางไหม อรุณเวสสะเศรษฐ
เจมส์ กิบสันเป็นนักมวยปล้ำอาชีพชาวอเมริกัน ใช้ชื่อในวงการมวยปล้ำว่าอะไร,เจมี โนเบิล
ภรรยาของกันตธีร์ ศุภมงคล คือใคร,คุณหญิงดุษฎี ศุภมงคล
นายสมชาย เบญจรงคกุล เป็นอดีตรัฐมนตรีช่วยว่าการกระทรวงสาธารณสุข ในรัฐบาลของใคร,พลเอกชวลิต ยงใจยุทธ
ภรรยาของวิสาร เตชะธีราวัฒน์ คือใคร,นางสมสะอาด เตชะธีราวัฒน์
วิสันต์ ไกรเกรียงยุค มีชื่อจริงว่าอะไร,วิสันต์ ไพรอนันต์
น้องเขยของนิพนธ์ พร้อมพันธุ์ คือใคร,สุเทพ เทือกสุบรรณ
นิพนธ์ พร้อมพันธุ์ สำเร็จการศึกษาชั้นประถมศึกษาจากโรงเรียนอะไร,โรงเรียนเซนต์คาเบรียล
อาสนวิหารแม่พระบังเกิดแห่งว็องส์ อยู่ในประเทศอะไร,ประเทศฝรั่งเศส
อาสนวิหารว็องส์ได้ขึ้นทะเบียนเป็นอนุสรณ์สถานทางประวัติศาสตร์เมื่อปี ค.ศ. ใด,ปี ค.ศ. 1944
พระโอรสของเจ้าชายวิคตอริโอ เอ็มมานูเอล เจ้าชายแห่งเนเปิลส์ มีพระนามว่าอะไร,เจ้าชายเอ็มมานูเอล ฟิลิแบร์โตแห่งซาวอย เจ้าชายแห่งเวนิซ
เจ้าหญิงคลอทิลด์ เจ้าหญิงแห่งเวนิซ มีพระนามเดิมว่าอะไร,นางสาวคลอทิลด์ มารี ปาสคาลล์ คูโร่
พระราชบิดาของพระเจ้าบรมวงศ์เธอ พระองค์เจ้าอภัยทัต กรมหลวงเทพพลภักดิ์ มีพระนามว่าอะไร,พระบาทสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช
พี่น้องร่วมบิดามารดาของพระเจ้าบรมวงศ์เธอ พระองค์เจ้าอภัยทัต กรมหลวงเทพพลภักดิ์ มีพระนามว่าอะไร,พระเจ้าบรมวงศ์เธอ พระองค์เจ้าไกรสร กรมหลวงรักษ์รณเรศ
มิโตะ ฮอลลีฮอก เป็นสโมสรฟุตบอลระดับอาชีพของประเทศญี่ปุ่น ประจำอยู่ที่เมืองมิโตะ จังหวัดอะไร,จังหวัดอิบะระกิ
สมญานาม ฮอลลีฮอก มาจากเครื่องยอดแห่งตระกูลโทะกุงะวะ ซึ่งเป็นผู้ปกครองจากมิโตะในยุคใด,ยุคเอะโดะ
ผลงานการแสดงครั้งแรกกับบทร้ายของปราปต์ปฎล สุวรรณบาง คือเรื่องอะไร,เรื่อง สุภาพบุรุษที่สุดในโลก
"ภาพยนตร์เรื่อง ""พันท้ายนรสิงห์"" ในปี 2558 ปราปต์ปฎล สุวรรณบาง รับบทเป็นใคร",หลวงกำแหง
บ้านเกิดของสวัสดิ์ จำปาศรี อยู่ในอำเภอใด,อ.ชุมพวง
ภรรยาของสวัสดิ์ จำปาศรี มีนามสกุลเดิมว่าอะไร,สุวภาพ
กึนเทอร์ กลอมบ์เป็นทั้งนักฟุตบอลและผู้จัดการทีมฟุตบอลเชื่้อชาติอะไร,เยอรมัน
ในช่วงสงครามโลกครั้งที่สองกึนเทอร์ กลอมบ์เป็นทั้งนักฟุตบอลและผู้จัดการทีมฟุตบอลชาวเยอรมัน ได้ลี้ภัยไปยังอยู่เมืองอะไร,เนือร์นแบร์ก
ศรชัย เมฆวิเชียร มีหน้าตาคล้ายคลึงกับพระเอกดังแห่งยุคคนหนึ่งคือใคร,ยอดชาย เมฆสุวรรณ
แมทธิว เฮทเซนาวเออร์เป็นพลซุ่มยิงชาวออสเตรียในกองทัพเวร์มัคท์แห่งนาซีเยอรมนีในช่วงสงครามโลกครั้งที่เท่าไร,สงครามโลกครั้งที่สอง
ภรรยาของนายแพทย์วิชัย ชัยจิตวณิชกุล คือใคร,นางจารุวรรณ ชัยจิตวณิชกุล
นายแพทย์วิชัย ชัยจิตวณิชกุล ได้ดำรงตำแหน่งใดในรัฐบาลพลเอกชวลิต ยงใจยุทธ,รัฐมนตรีช่วยว่าการกระทรวงพาณิชย์
แมทธิว เฮทเซนาวเออร์เป็นพลซุ่มยิงชาวออสเตรียในกองทัพเวร์มัคท์แห่งนาซีเยอรมนี รับการปูนบำเหน็จด้วยเหรียญอะไร,เหรียญกางเขนเหล็กกางเขนอัศวิน
ท่าอากาศยานนานาชาติโออาร์ แทมโบอยู่ที่เมืองอะไรในประเทศแอฟริกาใต้,เมืองโจฮันเนสเบิร์ก
พระราชบิดาของเจ้าพระยานครศรีธรรมราช หรือ น้อย ณ นคร มีพระนามว่าอะไร,สมเด็จพระเจ้าตากสินมหาราช
บ้านเกิดของหลวงกาจสงครามอยู่ที่จังหวัดใด,จังหวัดลำพูน
หมู่เกาะแชทัมเป็นกลุ่มเกาะในมหาสมุทรใด,มหาสมุทรแปซิฟิก
ยุนะ อิโต หรืออาจรู้จักในชื่อ อิโต คริสติน นักร้องเพลงป็อปชาวญี่ปุ่น เกิดที่ไหน,ลอสแอนเจลิส
ผู้แต่งหนังสือการ์ตูนเรื่องจอมโหดกระทะเหล็ก ตีพิมพ์ในประเทศญี่ปุ่นช่วง พ.ศ. 2538 - พ.ศ. 2543 คือใคร,ชินจิ ไซโจ
ผู้ที่ให้ข้อมูลด้านอาหารและโภชนาการ กับชินจิ ไซโจ เพื่อเขียนการ์ตูนเรื่องจอมโหดกระทะเหล็ก คือใคร,เคย์โกะ โอยามา
เคียวโกะ ฮินะมิ นักแสดงหญิงชาวญี่ปุ่น แสดงภาพยนตร์ในปี 2016 มีชื่อเรื่องว่าอะไร,Shimauma
ลูกชายของ ฟุจิวะระ โนะ ทาคาชิ เคอิ มีชื่อว่าอะไร,ฟุจิวะระ โนะ อาคิสุอิ
พ่อของฟุจิวะระ โนะ อาคิสุเนะ มีชื่อว่าอะไร,ฟุจิวะระ โนะ ทาคาชิ เคอิ
ศาสตราจารย์ นายแพทย์สุรพล อิสรไกรศีล แพทย์เชี่ยวชาญด้านมะเร็งโรคเลือด เป็นคนจังหวัดใด,จังหวัดราชบุรี
ภรรยาของนายแพทย์สุรพล อิสรไกรศีล คือใคร,รองศาสตราจารย์แพทย์หญิงรัตนา อิสรไกรศีล
พระมหากษัตริย์พระองค์ใดเป็นผู้สร้างพระราชวังดุสิต,พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว
เมืองหลวงของประเทศเซเนกัลมีชื่อว่าอะไร,ดาการ์
สภาแห่งชาติเซเนกัล ตั้งอยู่ที่เมืองอะไร,เมืองดาการ์
นิทานคำกลอนจักรๆ วงศ์ๆ เรื่อง ลักษณวงศ์ ผู้ประพันธ์คือใคร,สุนทรภู่
พระราชบิดาของลักษณวงศ์ ในนิทานคำกลอนที่แต่งโดยสุนทรภู่ มีพระนามว่าอะไร,ท้าวพรหมทัต
เครื่องราชอิสริยาภรณ์ที่รองศาสตราจารย์โคทม อารียา ได้จัดอยู่ในชั้นอะไร,ชั้นมหาปรมาภรณ์ช้างเผือก (ม.ป.ช.)
ในปี ค.ศ. 2014 นักร้องสาวชาวอเมริกันที่ร้องเพลง เชกอิตออฟ คือใคร,เทย์เลอร์ สวิฟต์
นักแสดงหญิงชาวอินเดีย มีชื่อเสียงโด่งดังจากบท พระนางคานธารี มีชื่อว่าอะไร,ริยา ทิปสี
ริยา ทิปสี รับบทบาทเป็นเจ้าหญิงบาร์ซิน ในซีรีส์เรื่องอะไร,ศึกสองราชันย์ โปรุส VS อเล็กซานเดอร์
มหาวิทยาลัยสงขลานครินทร์ ใช้ชื่อย่อว่าอะไร,ม.อ.
มหาวิทยาลัยแห่งแรกในภาคใต้ของประเทศไทย คือมหาวิทยาลัยอะไร,มหาวิทยาลัยสงขลานครินทร์
การแข่งขันในรายการแอฟริกาคัพออฟเนชันส์ 2010 ทีมชาติกาบอง ชนะประเทศอะไรในนัดเปิดเกมส์,แคเมอรูน
เลโอนิด เลวิน เป็นนักวิทยาศาสตร์ เกิดที่ประเทศอะไร,ยูเครน
ขนมปูโตเป็นขนมที่ทำจากแป้งข้าวเจ้าซึ่งนำไปนึ่ง เป็นขนมของชาติใด,ฟิลิปปินส์
ขนมปูโตเป็นขนมฟิลิปปินส์ มีรสชาติคล้ายขนมอะไรของไทย,ขนมถ้วยฟู
มะตูมมีชื่อทางวิทยาศาสตร์ว่าอะไร,Aegle marmelos
Belem Tower ตั้งอยู่ที่เมืองลิสบอนซึ่งเป็นเมืองหลวงของประเทศอะไร,ประเทศโปรตุเกส
อเล็กซิส ซิปราส จบการศึกษาระดับปริญญาโท สาขาวิชาอะไร,สาขาวิชาการวางแผนชนบทและภูมิภาค
พระประมุขมาลีเอตัว ตานุมาฟิลิที่ 2 แห่งรัฐเอกราชซามัว ทรงสิ้นพระชนม์ด้วยโรคอะไร,โรคนิวโมเนีย
พระประมุขมาลีเอตัว ตานุมาฟิลิที่ 2 แห่งรัฐเอกราชซามัว ทรงนับถือคือศาสนาอะไร,ศาสนาบาไฮ
เมืองหลวงของประเทศเอลซัลวาดอร์ มีชื่อว่าอะไร,เมืองหลวงซานซัลวาดอร์
ชื่อย่อของมหาวิทยาลัยโรเจอร์ วิลเลียมส์ ใช้ว่าอะไร,RWU
มหาวิทยาลัยโรเจอร์ วิลเลียมส์ เป็นมหาวิทยาลัยทางด้านศิลปศาสตร์ของอเมริกา ตั้งอยู่ในรัฐใด,รัฐโรดไอแลนด์
จอร์จีนีโย เกรจีโยน เอมีเลอ ไวนัลดึม เป็นนักฟุตบอลชาวดัตช์ เล่นในตำแหน่งใด,ตำแหน่งกองกลางตัวรุก
โอสมาร์ อิบัญเญซ บาร์บาเป็นนักฟุตบอลชาวสเปน เกิดที่เมืองอะไร,เมืองซันตอญญา
พระมารดาของพระยาจุฬาราชมนตรี (นาม) มีพระนามว่าอะไร,คุณหญิงนก
พระบิดาของพระยาจุฬาราชมนตรี (นาม) มีพระนามว่าอะไร,พระยาจุฬาราชมนตรี (เถื่อน)
พรรคสหภาพประชาชนหมู่บ้าน เป็นชื่อพรรคการเมืองของประเทศอะไร,อินโดนีเซีย
พรรคสหภาพประชาชนหมู่บ้าน ได้รับการเลือกตั้งในปี พ.ศ. 2498 กี่ที่นั่ง,1 ที่นั่ง
บริษัทที่นายฉลอง สิมะเสถียร ได้ทำหลังเรียนจบโรงเรียนสวนกุหลาบวิทยาลัย มีชื่อว่าอะไร,บริษัทสหไทยวัฒนา จำกัด
บ้านเกิดของคุณสุรเกียรติ บุนนาค อยู่ที่จังหวัดใด,จังหวัดกรุงเทพฯ
ผลงานภาพยนตร์ที่คุณสุรเกียรติ บุนนาค ได้แสดงในปี พ.ศ. 2555 มีชื่อว่าอะไร,รัก An Ordinary Love Story